,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,Churn,tenure_group,Probability_of_Churn,customerID
1079,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,0,0,1,1 - 12,0.926928057720102,0455-XFASS
1080,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,0,0,0,49 - 60,0.0038811817997667,0301-KOBTQ
1081,Female,1,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,1,1,1,13 - 24,0.8959178027064495,1751-NCDLI
1082,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,0,1,1,1 - 12,0.9141414503644496,
1083,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,0,0,0,25 - 36,0.0954770949218862,9878-TNQGW
1084,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,2,1,1,13 - 24,0.7871274116497704,9170-ARBTB
1085,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,0,0,0,13 - 24,0.7171577124407502,4441-NIHPT
1086,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,0,1,0,49 - 60,0.0062817472466764,8999-BOHSE
1087,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,0,0,0,25 - 36,0.00936976719265,7241-AJHFS
1088,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,0,0,0,61 - 72,9.085039360404706e-05,7029-RPUAV
1089,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,4,0,0,61 - 72,0.0001795356196603,4546-FOKWR
1090,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,0,0,0,37 - 48,0.002774615166133,9036-CSKBW
1091,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0,0,0,1 - 12,0.9356167787268748,5832-TRLPB
1092,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,0,0,0,1 - 12,0.085304775004226,8590-YFFQO
1093,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,0,1,1,25 - 36,0.3050440858619204,8659-IOOPU
1094,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,0,0,0,61 - 72,0.0004288095892552,1338-CECEE
1095,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,0,0,0,1 - 12,0.429945333419609,7439-DKZTW
1096,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,0,0,0,13 - 24,0.1750189299341518,4646-QZXTF
1097,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,0,0,0,13 - 24,0.0485654067031589,4607-CHPCA
1098,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,0,0,1,1 - 12,0.2673533490623156,9742-XOKTS
1099,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,0,0,0,49 - 60,0.0031400227434209,6921-OZMFH
1100,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,0,0,0,37 - 48,0.0285253671730379,9578-FOMUK
1101,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,0,0,0,1 - 12,0.8640031502363523,4712-UYOOI
1102,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,0,0,0,61 - 72,0.0019553620211684,8824-RWFXJ
1103,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,0,0,0,61 - 72,0.0061255554504194,7722-CVFXN
1104,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,0,0,0,61 - 72,0.0068612895244799,8717-VCTXJ
1105,Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,0,0,0,37 - 48,0.0857553200525499,7363-QTBIW
1106,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,0,0,0,49 - 60,0.0014367930806309,4159-NAAIX
1107,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,0,0,1,1 - 12,0.5590193458326213,0971-QIFJK
1108,Female,1,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,1,0,0,61 - 72,7.597670927557182e-05,9397-TZSHA
1109,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,0,0,1,37 - 48,0.2847328443393169,3391-JSQEW
1110,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,5,2,0,25 - 36,0.835752150774556,0343-QLUZP
1111,Male,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,0,0,0,37 - 48,0.0178491220342068,9763-PDTKK
1112,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,0,0,0,37 - 48,0.0651189277493181,2176-LVPNX
1113,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,0,0,0,49 - 60,0.0140801595172456,7627-JKIAZ
1114,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,2,0,0,37 - 48,0.016372558641808,3312-UUMZW
1115,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,0,0,0,61 - 72,0.0001234589526796,1271-UODNO
1116,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,2,0,0,13 - 24,0.3281103801339966,8461-EFQYM
1117,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,0,0,0,49 - 60,0.0012432394012481,6900-RBKER
1118,Female,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,0,0,1,13 - 24,0.0602373387442267,6891-JPYFF
1119,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,0,0,0,25 - 36,0.0034609158172331,1459-QNFQT
1120,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,0,0,0,1 - 12,0.3831763944272999,1047-NNCBF
1121,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,0,3,1,37 - 48,0.9316187050608684,3696-XRIEN
1122,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,0,0,1,1 - 12,0.7171580936046288,4081-DYXAV
1123,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,0,0,0,13 - 24,0.0026537684338765,0074-HDKDG
1124,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,0,0,0,25 - 36,0.160093772200013,8791-GFXLZ
1125,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,0,0,0,37 - 48,0.2310302976309303,8111-SLLHI
1126,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,0,0,0,25 - 36,0.0074317884229887,0927-LCSMG
1127,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,0,0,1,13 - 24,0.182583752016346,9330-DHBFL
1128,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,0,1,1,1 - 12,0.9073960051070248,0098-BOWSO
1129,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,3,0,0,1 - 12,0.1352029315845811,3452-ABWRL
1130,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,0,0,0,25 - 36,0.0787387304373678,5859-HZYLF
1131,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,0,0,0,61 - 72,8.864463785884888e-05,8257-RZAHR
1132,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,0,0,0,61 - 72,0.0024874092837963,5293-WXJAK
1133,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,0,3,0,61 - 72,0.2274353292449062,3156-QLHBO
1134,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,0,0,0,1 - 12,0.2507431240914963,2208-NQBCT
1135,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,0,0,0,13 - 24,0.0132423644661559,1779-PWPMG
1136,Female,0,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,0,0,0,13 - 24,0.0022550507746394,6621-NRZAK
1137,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,3,0,0,1 - 12,0.2352211361659881,0831-JNISG
1138,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,0,0,0,1 - 12,0.7465737586448373,0774-IFUVM
1139,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,0,0,0,13 - 24,0.1056142004631142,3082-WQRVY
1140,Male,0,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,0,0,1,1 - 12,0.7065650890359616,9553-DLCLU
1141,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,2,0,0,25 - 36,0.1878516437748204,1641-BYBTK
1142,Male,0,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,0,0,0,25 - 36,0.0091814231800404,2460-NGXBJ
1143,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,0,0,0,1 - 12,0.8352176707300336,2446-ZKVAF
1144,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,0,0,1,1 - 12,0.9636038276815728,0841-NULXI
1145,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,3,1,1,13 - 24,0.7414665651678582,3522-CDKHF
1146,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,0,0,0,37 - 48,0.1866466915888971,1430-SFQSA
1147,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,0,0,0,1 - 12,0.2839965327921463,0411-EZJZE
1148,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,0,0,0,1 - 12,0.4563615570823867,7851-WZEKY
1149,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,0,0,0,49 - 60,0.0028937893179015,8844-TONUD
1150,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,0,0,0,37 - 48,0.0131599499037691,8807-ARQET
1151,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,0,0,0,61 - 72,0.0002300561739761,8992-CEUEN
1152,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1005.7,0,0,0,49 - 60,0.0097325360872337,4320-QMLLA
1153,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,0,0,0,61 - 72,0.0036583226917725,8777-PVYGU
1154,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,0,5,0,49 - 60,0.9753910549117952,8292-ITGYJ
1155,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,0,0,1,1 - 12,0.9116016141119708,6870-ZWMNX
1156,Female,1,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,0,0,0,13 - 24,0.2258459567757725,0621-CXBKL
1157,Male,0,No,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,4,0,1,1 - 12,0.4314328460318927,5268-DSMNQ
1158,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,0,0,0,61 - 72,0.0004746561713959,5334-JLAXU
1159,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,5,1,1,1 - 12,0.964172169779744,4086-YQSNZ
1160,Female,1,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,0,0,0,61 - 72,0.0001500977621821,6242-MBHPK
1161,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,510.8,0,0,0,25 - 36,0.0118678370849568,5868-CZJDR
1162,Female,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,0,0,0,1 - 12,0.6320856960226091,9359-UGBTK
1163,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,0,0,0,25 - 36,0.0788737150381503,0135-NMXAP
1164,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,19.65,5,0,0,1 - 12,0.0249755201234893,4782-OSFXZ
1165,Male,1,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,0,0,0,61 - 72,0.0036442155486726,6479-OAUSD
1166,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15,0,0,0,61 - 72,8.257862060131538e-05,7129-ACFOG
1167,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,2,7,1,49 - 60,0.997196974999081,4189-NAKJS
1168,Female,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,0,0,0,25 - 36,0.1830301236748061,5562-BETPV
1169,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,19.85,0,0,1,1 - 12,0.4110521192849636,1282-IHQAC
1170,Female,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,2,0,0,13 - 24,0.1003744961014679,9127-FHJBZ
1171,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,0,0,0,13 - 24,0.5499291381176024,6270-OMFIW
1172,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,0,0,1,1 - 12,0.712896814657527,1641-RQDAY
1173,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,3,0,0,37 - 48,0.0028166930910267,0107-WESLM
1174,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,2,1,1,13 - 24,0.7657767581853415,6994-ORCWG
1175,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,0,0,0,37 - 48,0.1061198819475064,1346-UFHAX
1176,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,0,0,0,37 - 48,0.0148802810140268,3992-YWPKO
1177,Male,1,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,0,2,1,13 - 24,0.7912954483638696,2933-XEUJM
1178,Male,0,No,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,2,0,0,49 - 60,0.0210489223282679,0125-LZQXK
1179,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,0,3,0,49 - 60,0.532862437218064,5461-QKNTN
1180,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,0,0,0,13 - 24,0.1334427215170509,4835-YSJMR
1181,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,0,0,1,1 - 12,0.8354900456605143,8399-YNDCH
1182,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,0,0,0,49 - 60,0.0033866297982178,3164-YAXFY
1183,Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,0,0,0,61 - 72,0.0010981237211982,0887-WBJVH
1184,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,0,0,0,25 - 36,0.027944508108992,4660-IRIBM
1185,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,0,0,0,1 - 12,0.7048098667772009,5673-FSSMF
1186,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,3887.25,0,0,0,37 - 48,0.0281935989407557,7670-ZBPOQ
1187,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,0,0,0,25 - 36,0.000985836676643,8089-UZWLX
1188,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,0,0,1,1 - 12,0.9209512953656293,0080-OROZO
1189,Female,0,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,0,0,0,37 - 48,0.0021756437837906,3916-NRPAP
1190,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,3,0,0,13 - 24,0.1751684702757929,6807-SIWJI
1191,Female,1,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,0,1,0,13 - 24,0.4624312867427767,8221-HVAYI
1192,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,0,2,0,61 - 72,0.0044093407452817,1579-KLYDT
1193,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,340.85,5,0,0,13 - 24,0.0839832091853586,5232-NXPAY
1194,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.75,844.45,3,0,0,37 - 48,0.0236972981400858,8967-SZQAS
1195,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,0,0,0,13 - 24,0.3748400187988956,4468-KAZHE
1196,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,3,0,0,37 - 48,0.0227999331297966,0455-ENTCR
1197,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,0,0,0,1 - 12,0.5233550507836415,8944-AILEF
1198,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,0,5,1,49 - 60,0.948210897648711,5542-NKVRU
1199,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1505.05,0,0,0,49 - 60,0.0124016906768882,7126-RBHSD
1200,Male,0,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,0,0,0,13 - 24,0.0781091622907135,5370-IIVVL
1201,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,0,0,1,1 - 12,0.9592200447608984,6789-HJBWG
1202,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,0,0,0,1 - 12,0.9336914281339228,3927-NLNRY
1203,Female,0,No,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,0,0,0,1 - 12,0.252919306261264,9087-EYCPR
1204,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,0,0,1,1 - 12,0.9434191849580346,6791-YBNAK
1205,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,0,0,0,49 - 60,0.0047635321924642,6358-LYNGM
1206,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,0,0,1,13 - 24,0.4571373763554829,6077-BDPXA
1207,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,0,0,1,1 - 12,0.4249090363262497,0013-MHZWF
